user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Urslan Hayat ارسلان حیات,"Sialkot, Pakistan","Muslim, Muhammadi, Hussaini, 🇵🇰 Pakistani, Amateur Wildlife Photographer, 1st Gen Homeopath, 3rd Gen Farmer, 5th Gen Blacksmith, Humanity above All else!",21-09-2013 15:46,2190,794,80273,False,17-08-2020 19:31,"Vaccines R wonderful, protecting against viruses which do not exist. 15 Ukrainian Soldiers were given #CovidVaccine… https://t.co/PEjGm2jsFB",['CovidVaccine'],Twitter Web App,False
Africa Cable Network,"Washington, DC",Telling the story and connecting the people of African descent,30-12-2015 18:18,89,22,0,False,17-08-2020 18:58,U.S. drug developer #Novavax says its experimental #COVID19 #vaccine is starting the 2nd phase of testing in… https://t.co/Dbk8qNOTCL,"['Novavax', 'COVID19', 'vaccine']",Twitter Web App,False
The African Press,Washington DC,Inform and connecting the African community in America,23-01-2020 14:59,55,11,0,False,17-08-2020 18:56,"#Novavax said on Monday it started a mid-stage study of its experimental #COVID19 #vaccine in #SouthAfrica, as the… https://t.co/BIKN4u5mlM","['Novavax', 'COVID19', 'vaccine', 'SouthAfrica']",Twitter Web App,False
Sandra,"Middlesbrough, England","Sometimes angry, often red, clearly a dog.",14-01-2012 23:05,196,664,37762,False,17-08-2020 18:53,Question: has anyone successfully signed up? My parents can’t because the promised email link doesn’t arrive. Is it… https://t.co/dL2FSc4Rzo,,Twitter for iPhone,False
Cavia porcellus,United States,A COVID-19 vaccine trial participant,17-08-2020 17:21,0,3,0,False,17-08-2020 17:52,Just enrolled into a pivotal phase 3 clinical trial of COVID vaccine. Stay tuned for weekly updates. #CovidVaccine… https://t.co/wo0TKTwKuv,['CovidVaccine'],Twitter Web App,False
Amit Arora,,leader with a vision,08-01-2020 17:26,11,81,439,False,17-08-2020 17:31,First time in 5 months ..Today More people are cured than infected from coronavirus..Is this the beginning of the e… https://t.co/3uITSN8MTL,,Twitter for Android,False
Kirti Singh,"Mughalsarai, India",,17-08-2020 17:06,0,2,15,False,17-08-2020 17:21,"Postpone NEET &amp;JEE EXAMS 
@narendramodi
large numbers of life are at stake of risk. 
#COVID19  #flood #CovidVaccine","['COVID19', 'flood', 'CovidVaccine']",Twitter for Android,False
Tony Fontane,Massachusetts,"Springsteen, Seinfeld, Love of Country, Bodysurfing, A Great Woman & Dogs is what is good in life...",09-11-2013 22:50,1206,954,97490,False,17-08-2020 16:42,$GERN up 7% today.... It's either going to cure #BloodCancer or go go down in flames.... But I will wait...… https://t.co/wxZHvtsajV,['BloodCancer'],Twitter Web App,False
nandhunagesh,india,Co-founder/CEO/https://t.co/lNq4zYNiI3,10-02-2012 12:32,21,199,28,False,17-08-2020 16:40,"Often when you think you're at the end of something, you're at the beginning of something else. #hope #CovidVaccine… https://t.co/GRMcxe8leJ","['hope', 'CovidVaccine']",Twitter for iPhone,False
Austin Clifton,,Trading for fun and maybe a vacation. Trade at your own risk,24-06-2020 15:38,20,101,354,False,17-08-2020 16:26,Bought 500 shares of $IBIO this dip won’t hold long. I have a pt of $5 however could obviously run to $7-10 $MARA $SMRT $AVGR #COVIDVACCINE,['COVIDVACCINE'],Twitter for iPhone,False
Alejandro Careaga,,,04-04-2009 18:05,148,744,2293,False,17-08-2020 16:23,"@WhipClyburn Other dearth warrant is the lack of funding to @InovioPharma  , they have the best data with no side e… https://t.co/9hIQSXvyCE",,Twitter for iPhone,False
DT Next,"Chennai, India",English language newspaper by the Daily Thanthi Group,23-10-2015 12:33,6256,416,144,True,17-08-2020 16:21,"A targeted recruitment programme broadcast in Gujarati, Punjabi, Bengali and Urdu is among the measures being deplo… https://t.co/7AR9tVnnK4",,Twitter Web App,False
The Tribune,Chandigarh,"Official Twitter handle of The Tribune, North India’s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/QQ5bS8UQEL",27-02-2015 12:48,89504,266,110,True,17-08-2020 16:17,Expert group meets #Covidvaccine makers as #India cases reach 26.47 lakh https://t.co/3b5IxK3h8a @anshumalini3,"['Covidvaccine', 'India']",Twitter Web App,False
M. Nubia-Feliciano 🇵🇷,,"🇵🇷 #AfroBoricua #Foodie #YTuAbuela Advocates for public education, children's rights, & social justice.",24-04-2015 17:29,298,249,4671,False,17-08-2020 16:09,"#publichealth over profits. We all want a #CovidVaccine that works, just not at the expense of our lives. https://t.co/sDEDCN6Fhj","['publichealth', 'CovidVaccine']",Twitter for iPhone,False
RomeshNadir🇮🇳,"San Francisco, East Bay, CA","Wandering Soul, Knowledge Seeker. Behind Camera. News Junkie #IndiaFirst, Exiled Cashin, My Shadow My Friend. Followed By Hon. PM @narendramodi Ji",08-06-2012 11:38,12536,2536,157104,False,17-08-2020 16:08,"India silently on the job of giving the world a #CovidVaccine. Clinical trials in phase-2 in progress -""COVID-19 va… https://t.co/fTMtwiwCgZ",['CovidVaccine'],Twitter for Android,False
the indian national daily,India,"India's NEWS Channel for Digital Media!
To get in touch with us, send a Direct Message",02-06-2014 07:15,1057,124,275,False,17-08-2020 15:46,"National Expert Group on Vaccine Administration meets the Domestic Vaccine Manufactures
PIB (@PIB_India)… https://t.co/Eoci6vseWv",,Twitter Web App,False
Kev a man with a spud gun wielding hedgehog,"northampton, middle england ","Northampton born MK. bred tax exile alleged genius bipolar  maniac currently on major meds change, Twitter is planets piss take platform and I take no prisoners",29-09-2019 12:25,53,64,1721,False,17-08-2020 15:39,"@BBCNews You pay me £5,000 cash tax free and I’ll take the chance..as this my life you playing with and .you can st… https://t.co/dHiuzEDwq2",,Twitter Web App,False
Murtuza Merchant,Mumbai,Journalist,27-07-2013 09:40,439,123,948,False,17-08-2020 15:37,"Doctors seeking @rautsanjay61 's resignation from #Maharashtra CM @uddhavthackeray 

#DoctorSecondSingle #Doctor… https://t.co/HE5G7kQtTE","['Maharashtra', 'DoctorSecondSingle', 'Doctor']",Twitter for Android,False
ً,,#JENNIE: most hated — i’m a fan account 😒 (she/her),22-10-2016 21:38,1011,1005,19770,False,17-08-2020 15:24,#Corona #iHeartDynamite #iHeartDay1Contest #CovidVaccine #Trump2020 #BidenHarrisLandslide2020 #MAGA donald trump jo… https://t.co/D9CwLkIgBl,"['Corona', 'iHeartDynamite', 'iHeartDay1Contest', 'CovidVaccine', 'Trump2020', 'BidenHarrisLandslide2020', 'MAGA']",Twitter for iPhone,False
NIAID Funding,"Bethesda, Maryland",For #NIH NIAID's extramural research grants and R&D contracts. Following and followers does not equal endorsement. Privacy policy https://t.co/p9EREyWVEW,12-12-2011 13:58,4617,25,161,True,17-08-2020 15:23,"NIAID Funding Opportunity: NOT-AI-20-065, Notice of Special Interest (NOSI)—Emergency Awards for Limited Clinical T… https://t.co/LtCYT5RlGL",,Twitter Web App,False
Midcoast88,,Face Mask Online Shopping.,01-08-2020 17:16,2,14,121,False,17-08-2020 15:21,"More than 1,000 people in the US have died of coronavirus nearly every day this month
#USA #died… https://t.co/39XmbOcFvB","['USA', 'died']",Twitter Web App,False
Midcoast88,,Face Mask Online Shopping.,01-08-2020 17:16,2,14,121,False,17-08-2020 15:18,Covid-19 vaccine trials have been slow to recruit Black and Latino people -- and that could delay a vaccine… https://t.co/HFnn2dxIon,,Twitter Web App,False
Midcoast88,,Face Mask Online Shopping.,01-08-2020 17:16,2,14,121,False,17-08-2020 15:17,"Vaccines are safe. But huge numbers of people around the world say they wouldn't take a COVID jab
#vaccines… https://t.co/HWu5oRsdUS",['vaccines'],Twitter Web App,False
PelicanTrader,,Ex-hedgefund manager / battle-tested trader / intrepid traveller / financial educator  **MY TWEETS ARE NEVER INVESTMENT ADVICE**   #stocks #futures #trading,05-02-2014 07:53,1079,34,1018,False,17-08-2020 15:17,"$TFFP thin film freezing pharmaceutical reformulation platform potential starting to get attention

#CovidVaccine… https://t.co/oT2s5WlkHQ",['CovidVaccine'],Twitter Web App,False
Vaccinate Your Family,United States,Twitter account of Vaccinate Your Family (former twitter handle was @ShotofPrev). We discuss #vaccines for people of all ages.,28-07-2010 14:38,8506,2196,1836,False,17-08-2020 15:15,A COVID-19 Vaccine Is About To Be Tested In D.C. With Hundreds of Volunteers  https://t.co/Jwp8jIhPQ7 via @wamu885… https://t.co/ItY79q6r9F,,Twitter for iPhone,False
Vaccinate Your Family,United States,Twitter account of Vaccinate Your Family (former twitter handle was @ShotofPrev). We discuss #vaccines for people of all ages.,28-07-2010 14:38,8506,2196,1836,False,17-08-2020 15:13,"Trust, Fear and Solidarity Will Determine the Success of a COVID Vaccine https://t.co/fPXpHsIu9h via @khnews… https://t.co/fUgx55y50a",,Twitter for iPhone,False
SauRabh yadav,"Lucknow, India",bio nai maths padho,28-09-2014 21:31,124,450,118,False,17-08-2020 15:13,"I dont know much about covid 19 but Mask laga laga ke meri sase jrur fulne lagi hai.
#CovidVaccine #COVID19India","['CovidVaccine', 'COVID19India']",Twitter for Android,False
NewYorkHealthWorks,New York State,Advocating for increased patient access to necessary prescription medications in NYS. PhRMA-associated. Follow latest efforts: #PrescribeRealSolutions,14-02-2011 17:01,1049,678,122,False,17-08-2020 15:05,Do you know the story of Hanneke Schuitemaker? #COVIDvaccine  https://t.co/0bmdf2okN0?,['COVIDvaccine'],Hootsuite Inc.,False
BW Businessworld,New Delhi,BW Businessworld is India’s largest & most respected business magazine known for its independent opinions | https://t.co/LCBsY9upn9 | https://t.co/0eJHBCQggV,01-05-2009 05:57,18436,428,3089,False,17-08-2020 14:59,"Sanofi Snags Another US Biotech Asset With $3.7 Billion Deal For Principia Biopharma
https://t.co/4CrQsZYWFT… https://t.co/NCehFKfzS4",,Twitter Web App,False
Lindsay Resnick,CHICAGO,#Marketing #Healthcare & #Insurance connector curious about #innovation #bigdata #socialmedia #digital & #consumerism Views are those of this Twitter tweeter.,10-02-2010 03:52,3032,2859,8269,False,17-08-2020 14:56,"#CovidVaccine - a lot of people are ready &amp; eager to get it, but many will be hesitant not just because they're war… https://t.co/G9RAYlcCIZ",['CovidVaccine'],Twitter Web App,False
Yousuf A Khan,,,12-12-2018 10:40,655,2924,8714,False,17-08-2020 14:49,"""A mutation of COVID-19 found in Malaysia is the predominant strain found in Europe and US"" 
#CovidVaccine https://t.co/gaPQDD1PEh",['CovidVaccine'],Twitter for Android,False
Shaun Buchanan,England,"I am what I am, a conscientious thinker striving for a better tomorrow.  A man FOR the people but not OF the people.",08-06-2009 15:40,1854,5001,22564,False,17-08-2020 14:44,#CanSinoBIO lists successfully on STAR Market as Initial dual listing #CovidVaccine #China company… https://t.co/0EvMRVPmY3,"['CanSinoBIO', 'CovidVaccine', 'China']",Twitter Web App,False
Trading MarcoDaCosta,StocksLand 💶💵💷,"Investor. Trader. Thinker. Trading Strategist. 💶¡Stocks are my passion! 🎫 #Bitcoin Entrepreneur. CEO DACOSTA ASESORES 🐺 #EURUSD 1,1903 🔼 #NASDAQ 11.129 🔼",01-03-2010 19:35,4531,1669,30120,False,17-08-2020 14:41,"$CVAC $69,52 is jumping 24,36% now. #CureVac #COVID19 #CovidVaccine  https://t.co/WmSGMnShAV","['CureVac', 'COVID19', 'CovidVaccine']",Twitter for iPhone,False
Rajtecinfo,"Tamil Nadu, India",Tech channel in Youtube.  Subscribe My channel and watch new tech videos,22-02-2014 18:52,21,539,359,False,17-08-2020 14:39,"Automatic Hand Sanitizer Machine |Budget Hand Sanitizer Machine |Corona Prevent |Rajtecinfo
https://t.co/YD3DjZEDTN… https://t.co/Zufw44Gaes",,Twitter for Android,False
P V Thomas,India,"Author, Screenwriter, Producer 🖋️🖊️",06-08-2011 09:35,135,335,1545,False,17-08-2020 14:30,A mutation of COVID-19 found in Malaysia is the predominant strain found in Europe and US  https://t.co/LsNZZjWmH0… https://t.co/wGgJNOKrML,,Twitter for iPhone,False
Aslam Khan,Hindustan ,"•Anti War Activist
•Sr.Journalist
•Occupational Health Safety Environment Expert from OSHA U.S.A.
•Prevention of Armed Conflict Activist
•Editor~Remarker",04-04-2010 17:55,983,4951,20867,False,17-08-2020 14:21,"A strain of the novel #Coronavirus that is 10 times more infectious has been found in #Malaysia
#Corona… https://t.co/XsFBE00mME","['Coronavirus', 'Malaysia', 'Corona']",Twitter for Android,False
Duvar English,"İstanbul, Türkiye",Turkey's own independent gazette,18-10-2019 09:17,17401,1,13,False,17-08-2020 14:16,"Turkey, Russia discuss cooperation on Moscow’s coronavirus vaccine #COVID19 #CovidVaccine  https://t.co/qiibwIVHaH","['COVID19', 'CovidVaccine']",Twitter for iPhone,False
Vdeshi,"London, England","Videshi 🇬🇧 but V R Deshi 🇮🇳 Latest news related to entertainment,sports,culture from UK and India",01-02-2018 20:16,1121,115,121,False,17-08-2020 13:40,"China grants 1st patent to indigenously developed Covid vaccine

""China has granted the first invention patent to a… https://t.co/P2XZHT5s4f",,Hootsuite Inc.,False
Jen,Glasgow,Writing and comms and all sorts of things.,05-02-2009 20:42,2478,5004,50363,False,17-08-2020 13:15,I’ve registered for #CovidVaccine trials 👇https://t.co/va1pP84hhX,['CovidVaccine'],Twitter for iPhone,False
SpaceCommExpo,UK,Space Comm Expo | The Commercial Future Of Space | 23 - 24 February 2021 | Farnborough International Exhibition & Conference Centre,07-04-2020 10:34,78,136,40,False,17-08-2020 12:52,Russia's COVID-19 vaccine has received regulatory approval for foreign markets(Reuters). Interestingly they chose t… https://t.co/YfTmi3rNrE,,Buffer,False
Insights care,"Dublin, OH","We are Insights Care, a publication in print and digital versions from Insights Success Media Tech LLC. Insights Care covers important issues and trend",30-05-2017 10:39,377,1845,70,False,17-08-2020 12:46,"Russia’s First batch of Coronavirus Vaccine is ready
#Russia has #announced its #victory with the #vaccine for… https://t.co/lDlFnyAEtV","['Russia', 'announced', 'victory', 'vaccine']",Twitter Web App,False
⭐️🇺🇸🌹RockysMom67🌹🇺🇸⭐️,"Texas, USA",TRUMPTASTIC🇺🇸MotorcycleMama💋2A💥CHL💥LTC⚡️TCB ⚡️3rdDan🥋Shotokan💥Proudly Fld by 💫Juanita Broaddrick 💫Eric Carmen💫@KarluskaP @Solmemes1 @frickinnuts,23-12-2015 16:43,6055,6388,30288,False,17-08-2020 12:44,L⭕️⭕️K &amp; Learn!#WakeUpAmerica #WalkAwayFromDemocrats #COVID19 #CovidVaccine #Covid19Millionares #Plandemic… https://t.co/Q04or6KRVb,"['WakeUpAmerica', 'WalkAwayFromDemocrats', 'COVID19', 'CovidVaccine', 'Covid19Millionares', 'Plandemic']",Twitter for iPhone,False
Ashish Saxena,"Seattle, WA",Husband and Father | Director AMXL @Amazon | Tech Adopter | Poet | Driving | Views my own,06-07-2009 01:54,394,448,1084,False,17-08-2020 12:41,#CovidVaccine under clinical trial in Oregon as Doctors step up for humanity.  https://t.co/necEDc7wx1,['CovidVaccine'],Twitter for iPhone,False
.WoundedMortality,"LA/PSD,CA•LVC,Nv•AZ•CO•NYCSQ",Master father house @TerryDQuickUSA. Baby RBPBBThor*SEA.. @Billaquik070 @SoCalFly7 @WickedPSXDrago2 @ravenlove1USAE🕶 #YesOnProp15 #NoOnProp22,29-09-2015 08:38,516,4880,12990,False,17-08-2020 12:23,"I pledge allegiance to the flag of the United States of America and to the Republic for which it stands, one Nation… https://t.co/vpnTIXf0dy",,Twitter for iPhone,False
Graphic Designer,Bangladesh,Professional and creative #graphicdesigner. Provide #super_quality jobs. #Designing describe myself.,14-08-2020 08:50,33,704,10,False,17-08-2020 12:05,"Check out my Gig on Fiverr: I will do unique, minimal and modern business card design https://t.co/4Y1eEW7XBJ… https://t.co/XBg0rZNUjV",,Twitter Web App,False
PlushCare,"San Francisco, CA","PlushCare provides doctor’s visits from the comfort of your home, office, or wherever you’re located. https://t.co/dolaAn9KqG",03-10-2013 20:30,925,418,392,False,17-08-2020 12:02,There's constant buzz about developments with a #COVID Vaccine but not every source is reputable. Find the most up… https://t.co/qIeMhicBqe,['COVID'],Hootsuite Inc.,False
